qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
anno1.g1423.t1	MF	0003964	RNA-directed DNA polymerase activity	7.42357480075	0.700315374407	1	1
anno1.g1423.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.09965080876	0.691587867459	1	1
anno1.g14409.t1	CC	0005829	cytosol	3.00727946474	0.556498715736	1	10
anno1.g14409.t2	CC	0005829	cytosol	3.00728019851	0.556498746455	1	11
anno1.g1458.t1	BP	0050482	arachidonate secretion	11.5993962212	0.799220509694	1	30
anno1.g1458.t1	MF	0004623	A2-type glycerophospholipase activity	10.6585273809	0.778740250521	1	30
anno1.g1458.t1	MF	0005198	structural molecule activity	3.37858427393	0.571591040297	7	31
anno1.g1458.t1	BP	0006644	phospholipid metabolic process	5.82007191749	0.65499246215	14	30
anno1.g1469.t1	BP	0050482	arachidonate secretion	11.5925356098	0.799074242819	1	29
anno1.g1469.t1	MF	0004623	A2-type glycerophospholipase activity	10.6522232584	0.778600041197	1	29
anno1.g1469.t1	MF	0005198	structural molecule activity	3.37859111597	0.57159131054	7	30
anno1.g1469.t1	BP	0006644	phospholipid metabolic process	5.81662956142	0.654888854347	14	29
anno1.g14928.t1	BP	0050482	arachidonate secretion	11.150301682	0.789552819291	1	14
anno1.g14928.t1	MF	0004623	A2-type glycerophospholipase activity	10.2458605187	0.769472941499	1	14
anno1.g14928.t1	MF	0005198	structural molecule activity	3.37801831513	0.571568685421	7	15
anno1.g14928.t1	BP	0006644	phospholipid metabolic process	5.59473583394	0.648144375957	14	14
anno1.g14962.t1	MF	0046983	protein dimerization activity	6.69073204972	0.680280845403	1	1
anno1.g14969.t2	MF	0008270	zinc ion binding	4.22547328892	0.603172481762	1	3
anno1.g14983.t1	BP	0050482	arachidonate secretion	11.6237178811	0.799738694484	1	32
anno1.g14983.t1	MF	0004623	A2-type glycerophospholipase activity	10.6808762233	0.77923697501	1	32
anno1.g14983.t1	MF	0005198	structural molecule activity	3.37862755155	0.571592749648	7	33
anno1.g14983.t1	BP	0006644	phospholipid metabolic process	5.83227546731	0.65535951715	14	32
anno1.g15003.t1	BP	0050482	arachidonate secretion	12.0410042871	0.80854618191	1	25
anno1.g15003.t1	MF	0004623	A2-type glycerophospholipase activity	11.0643150247	0.787679705825	1	25
anno1.g15003.t1	MF	0005198	structural molecule activity	3.37846467202	0.571586316283	7	25
anno1.g15003.t1	BP	0006644	phospholipid metabolic process	6.04165161471	0.661598280549	14	25
anno1.g1502.t1	BP	0050482	arachidonate secretion	12.0271694613	0.808256645115	1	3
anno1.g1502.t1	MF	0004623	A2-type glycerophospholipase activity	11.0516023915	0.787402160016	1	3
anno1.g1502.t1	MF	0005198	structural molecule activity	3.37458289696	0.571432949221	7	3
anno1.g1502.t1	BP	0006644	phospholipid metabolic process	6.03470990158	0.661393187829	14	3
anno1.g15039.t1	BP	0050482	arachidonate secretion	11.6253552182	0.799773559262	1	32
anno1.g15039.t1	MF	0004623	A2-type glycerophospholipase activity	10.6823807501	0.779270395884	1	32
anno1.g15039.t1	MF	0005198	structural molecule activity	3.37862699511	0.57159272767	7	33
anno1.g15039.t1	BP	0006644	phospholipid metabolic process	5.83309701177	0.655384213535	14	32
anno1.g15054.t1	MF	0003964	RNA-directed DNA polymerase activity	7.42601316786	0.700380341511	1	2
anno1.g15054.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.10198277893	0.691651401351	1	2
anno1.g15054.t1	MF	0004519	endonuclease activity	5.72004219163	0.651969172729	3	2
anno1.g15054.t1	BP	0006508	proteolysis	2.24507327029	0.522261415606	7	1
anno1.g15054.t1	MF	0016787	hydrolase activity	2.36839527872	0.52815686921	10	2
anno1.g15054.t1	MF	0140096	catalytic activity, acting on a protein	1.64381250154	0.490862737202	12	1
anno1.g15110.t1	MF	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	6.82456688474	0.684018621496	1	4
anno1.g15110.t1	BP	0006357	regulation of transcription by RNA polymerase II	5.24659747873	0.637287168285	1	4
anno1.g15110.t1	CC	0005634	nucleus	2.87621825533	0.550950735077	1	4
anno1.g15110.t1	MF	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	6.21831123121	0.666778588735	4	4
anno1.g15411.t1	MF	0004386	helicase activity	5.39690526132	0.642017609236	1	5
anno1.g15411.t1	MF	0003676	nucleic acid binding	0.319888368674	0.386823195702	8	1
anno1.g16044.t1	MF	0008194	UDP-glycosyltransferase activity	7.76094537551	0.709205033083	1	2
anno1.g16044.t1	CC	0016020	membrane	0.755545443623	0.430910913988	1	1
anno1.g16044.t1	MF	0016758	hexosyltransferase activity	3.79107900739	0.587414467893	4	1
anno1.g1607.t1	MF	0008270	zinc ion binding	4.22494930434	0.60315397498	1	6
anno1.g16272.t1	BP	0050482	arachidonate secretion	11.6237178811	0.799738694484	1	32
anno1.g16272.t1	MF	0004623	A2-type glycerophospholipase activity	10.6808762233	0.77923697501	1	32
anno1.g16272.t1	MF	0005198	structural molecule activity	3.37862755155	0.571592749648	7	33
anno1.g16272.t1	BP	0006644	phospholipid metabolic process	5.83227546731	0.65535951715	14	32
anno1.g1635.t1	BP	0050482	arachidonate secretion	11.5944814955	0.799115733111	1	29
anno1.g1635.t1	MF	0004623	A2-type glycerophospholipase activity	10.6540113063	0.778639813195	1	29
anno1.g1635.t1	MF	0005198	structural molecule activity	3.3785966779	0.571591530222	7	30
anno1.g1635.t1	BP	0006644	phospholipid metabolic process	5.8176059221	0.654918243899	14	29
anno1.g16381.t1	BP	0050482	arachidonate secretion	11.3286786043	0.793415647552	1	19
anno1.g16381.t1	MF	0004623	A2-type glycerophospholipase activity	10.4097686458	0.773175793132	1	19
anno1.g16381.t1	MF	0005198	structural molecule activity	3.37836427765	0.571582350859	7	20
anno1.g16381.t1	BP	0006644	phospholipid metabolic process	5.68423760596	0.650880601444	14	19
anno1.g16450.t1	BP	0050482	arachidonate secretion	12.0358456232	0.808438240267	1	8
anno1.g16450.t1	MF	0004623	A2-type glycerophospholipase activity	11.0595747986	0.787576234518	1	8
anno1.g16450.t1	MF	0005198	structural molecule activity	3.37701725423	0.57152913981	7	8
anno1.g16450.t1	BP	0006644	phospholipid metabolic process	6.03906322179	0.661521820335	14	8
anno1.g16470.t1	BP	0050482	arachidonate secretion	11.5372148617	0.797893230303	1	26
anno1.g16470.t1	MF	0004623	A2-type glycerophospholipase activity	10.6013897756	0.77746793958	1	26
anno1.g16470.t1	MF	0005198	structural molecule activity	3.37850728456	0.571587999394	7	27
anno1.g16470.t1	BP	0006644	phospholipid metabolic process	5.78887201899	0.654052286856	14	26
anno1.g16482.t1	MF	0051959	dynein light intermediate chain binding	10.7500499597	0.78077114311	1	2
anno1.g16482.t1	CC	0030286	dynein complex	9.45181785155	0.751100105104	1	2
anno1.g16482.t1	BP	0007018	microtubule-based movement	7.84985282093	0.711515389357	1	2
anno1.g16482.t1	MF	0045505	dynein intermediate chain binding	10.552547848	0.776377631844	2	2
anno1.g16496.t1	BP	0050482	arachidonate secretion	11.5363056037	0.797873795426	1	26
anno1.g16496.t1	MF	0004623	A2-type glycerophospholipase activity	10.6005542708	0.777449309586	1	26
anno1.g16496.t1	MF	0005198	structural molecule activity	3.37850415516	0.57158787579	7	27
anno1.g16496.t1	BP	0006644	phospholipid metabolic process	5.78841579294	0.654038520205	14	26
anno1.g16511.t1	BP	0050482	arachidonate secretion	11.5363056037	0.797873795426	1	26
anno1.g16511.t1	MF	0004623	A2-type glycerophospholipase activity	10.6005542708	0.777449309586	1	26
anno1.g16511.t1	MF	0005198	structural molecule activity	3.37850415516	0.57158787579	7	27
anno1.g16511.t1	BP	0006644	phospholipid metabolic process	5.78841579294	0.654038520205	14	26
anno1.g16521.t1	MF	0003677	DNA binding	3.11649020491	0.561030036574	1	1
anno1.g16521.t1	CC	0005634	nucleus	2.86878504279	0.550632327701	1	1
anno1.g16537.t1	MF	0008233	peptidase activity	4.60615709724	0.616327653342	1	1
anno1.g16537.t1	BP	0006508	proteolysis	4.53397253299	0.613876202629	1	1
anno1.g16573.t1	MF	0046983	protein dimerization activity	4.59769912963	0.61604141173	1	2
anno1.g16573.t1	CC	0005634	nucleus	2.87699945342	0.550984174393	1	3
anno1.g16573.t1	MF	0008270	zinc ion binding	4.2252651703	0.60316513129	2	3
anno1.g16578.t1	BP	0050482	arachidonate secretion	11.542324541	0.798002432582	1	29
anno1.g16578.t1	MF	0004623	A2-type glycerophospholipase activity	10.6060849904	0.777572619314	1	29
anno1.g16578.t1	MF	0005198	structural molecule activity	3.37853920299	0.571589260103	7	30
anno1.g16578.t1	BP	0006644	phospholipid metabolic process	5.79143583359	0.654129640038	14	29
anno1.g16616.t1	BP	0050482	arachidonate secretion	12.0341624089	0.808403015112	1	6
anno1.g16616.t1	MF	0004623	A2-type glycerophospholipase activity	11.0580281159	0.78754246819	1	6
anno1.g16616.t1	MF	0005198	structural molecule activity	3.37654497801	0.571510481116	7	6
anno1.g16616.t1	BP	0006644	phospholipid metabolic process	6.03821865814	0.661496868678	14	6
anno1.g16664.t1	BP	0050482	arachidonate secretion	11.59686361	0.799166519962	1	30
anno1.g16664.t1	MF	0004623	A2-type glycerophospholipase activity	10.6562001989	0.77868849674	1	30
anno1.g16664.t1	MF	0005198	structural molecule activity	3.37858550571	0.571591088949	7	31
anno1.g16664.t1	BP	0006644	phospholipid metabolic process	5.81880116344	0.654954218648	14	30
anno1.g16687.t1	MF	0003676	nucleic acid binding	2.04066338899	0.512120798997	1	1
anno1.g16720.t1	MF	0003964	RNA-directed DNA polymerase activity	7.43192927743	0.700537924198	1	7
anno1.g16720.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.10764074201	0.691805507671	1	7
anno1.g16720.t1	CC	0042575	DNA polymerase complex	2.56926656372	0.537440090516	1	2
anno1.g16720.t1	BP	0015074	DNA integration	6.92328359937	0.686752175831	2	7
anno1.g16720.t1	MF	0003676	nucleic acid binding	2.05532891556	0.51286479467	8	7
anno1.g16720.t1	MF	0004519	endonuclease activity	1.64611660574	0.490993162095	9	2
anno1.g16720.t1	BP	0006281	DNA repair	1.49998565612	0.482532105053	10	2
anno1.g16720.t1	MF	0016787	hydrolase activity	0.681577979085	0.424573832825	13	2
anno1.g16722.t1	BP	0015074	DNA integration	6.92484381216	0.686795222537	1	12
anno1.g16722.t1	MF	0003964	RNA-directed DNA polymerase activity	3.94464283394	0.59308353395	1	6
anno1.g16722.t1	BP	0006278	RNA-templated DNA biosynthetic process	3.77252030698	0.586721624229	3	6
anno1.g16722.t1	MF	0003676	nucleic acid binding	2.05579209902	0.512888249081	5	12
anno1.g16740.t1	BP	0050482	arachidonate secretion	11.0397761673	0.787143823182	1	13
anno1.g16740.t1	MF	0004623	A2-type glycerophospholipase activity	10.1443001269	0.767163712465	1	13
anno1.g16740.t1	MF	0005198	structural molecule activity	3.37801634138	0.571568607457	7	14
anno1.g16740.t1	BP	0006644	phospholipid metabolic process	5.53927894358	0.646437969121	14	13
anno1.g16804.t1	BP	0050482	arachidonate secretion	12.0410043477	0.808546183177	1	25
anno1.g16804.t1	MF	0004623	A2-type glycerophospholipase activity	11.0643150804	0.787679707039	1	25
anno1.g16804.t1	MF	0005198	structural molecule activity	3.37846468902	0.571586316954	7	25
anno1.g16804.t1	BP	0006644	phospholipid metabolic process	6.04165164509	0.661598281447	14	25
anno1.g1682.t1	BP	0050482	arachidonate secretion	11.3301879645	0.793448203131	1	32
anno1.g1682.t1	MF	0004623	A2-type glycerophospholipase activity	10.4111555763	0.773207000441	1	32
anno1.g1682.t1	MF	0005198	structural molecule activity	3.37857480519	0.571590666305	7	34
anno1.g1682.t1	BP	0006644	phospholipid metabolic process	5.68499493718	0.650903662113	14	32
anno1.g16835.t1	BP	0015074	DNA integration	6.9235206324	0.68675871595	1	5
anno1.g16835.t1	MF	0003964	RNA-directed DNA polymerase activity	2.97737132517	0.555243486731	1	2
anno1.g16835.t1	BP	0006278	RNA-templated DNA biosynthetic process	2.84745520913	0.549716350622	3	2
anno1.g16835.t1	MF	0003676	nucleic acid binding	2.05539928402	0.512868358117	4	5
anno1.g16899.t1	BP	0050482	arachidonate secretion	9.8204990283	0.759723047585	1	8
anno1.g16899.t1	MF	0004623	A2-type glycerophospholipase activity	9.02392295179	0.740878551226	1	8
anno1.g16899.t1	MF	0005198	structural molecule activity	3.37503124441	0.571450667716	7	10
anno1.g16899.t1	BP	0006644	phospholipid metabolic process	4.92749876978	0.627014525988	14	8
anno1.g16906.t1	CC	0042575	DNA polymerase complex	8.93680602625	0.738768011864	1	5
anno1.g16906.t1	MF	0003964	RNA-directed DNA polymerase activity	7.43344693376	0.700578338688	1	5
anno1.g16906.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.10909217616	0.691845030594	1	5
anno1.g16906.t1	BP	0015074	DNA integration	6.9246973864	0.686791182815	2	5
anno1.g16906.t1	MF	0004519	endonuclease activity	5.72576820553	0.652142945112	3	5
anno1.g16906.t1	BP	0006281	DNA repair	5.2174737492	0.636362792235	4	5
anno1.g16906.t1	MF	0008233	peptidase activity	3.89573081982	0.591290035946	7	4
anno1.g16906.t1	BP	0006508	proteolysis	3.83467957347	0.589035546203	9	4
anno1.g16906.t1	MF	0003676	nucleic acid binding	2.05574862931	0.512886048	13	5
anno1.g17001.t1	BP	0050482	arachidonate secretion	12.0391137852	0.808506627087	1	12
anno1.g17001.t1	MF	0004623	A2-type glycerophospholipase activity	11.0625778682	0.78764178914	1	12
anno1.g17001.t1	MF	0005198	structural molecule activity	3.37793423504	0.571565364172	7	12
anno1.g17001.t1	BP	0006644	phospholipid metabolic process	6.04070304315	0.661570261982	14	12
anno1.g17050.t1	MF	0046983	protein dimerization activity	6.66204572721	0.679474834466	1	1
anno1.g17074.t1	MF	0008270	zinc ion binding	4.21775510712	0.602899764644	1	1
anno1.g17080.t1	MF	0046983	protein dimerization activity	6.6983524362	0.680494667799	1	6
anno1.g17094.t1	MF	0003964	RNA-directed DNA polymerase activity	7.43486715721	0.700616154849	1	19
anno1.g17094.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.11045042887	0.691882012508	1	19
anno1.g17094.t1	CC	0042575	DNA polymerase complex	6.66122004148	0.67945160918	1	14
anno1.g17094.t1	BP	0015074	DNA integration	6.62265463159	0.678365214469	2	18
anno1.g17094.t1	MF	0004519	endonuclease activity	5.7268621624	0.652176134496	3	19
anno1.g17094.t1	BP	0006281	DNA repair	3.88894428301	0.591040300825	5	14
anno1.g17094.t1	MF	0004190	aspartic-type endopeptidase activity	1.9753486094	0.508774382875	10	5
anno1.g17094.t1	MF	0003676	nucleic acid binding	1.96608059842	0.50829507828	12	18
anno1.g17094.t1	MF	0008270	zinc ion binding	1.35536567934	0.473742091894	15	6
anno1.g17094.t1	BP	0006508	proteolysis	1.19116269848	0.463171861283	18	5
anno1.g17094.t1	MF	0004540	RNA nuclease activity	1.03819850345	0.452647222266	21	3
anno1.g17094.t1	MF	0016788	hydrolase activity, acting on ester bonds	0.691125111731	0.425410473347	28	3
anno1.g17143.t1	BP	0050482	arachidonate secretion	11.6245798256	0.799757048679	1	32
anno1.g17143.t1	MF	0004623	A2-type glycerophospholipase activity	10.6816682524	0.779254569077	1	32
anno1.g17143.t1	MF	0005198	structural molecule activity	3.37862534494	0.571592662493	7	33
anno1.g17143.t1	BP	0006644	phospholipid metabolic process	5.83270795352	0.655372518302	14	32
anno1.g174.t1	BP	0050482	arachidonate secretion	11.6183958392	0.799625352163	1	32
anno1.g174.t1	MF	0004623	A2-type glycerophospholipase activity	10.6759858714	0.77912832669	1	32
anno1.g174.t1	MF	0005198	structural molecule activity	3.37862377254	0.571592600387	7	33
anno1.g174.t1	BP	0006644	phospholipid metabolic process	5.82960509842	0.655279231379	14	32
anno1.g17.t1	MF	0003676	nucleic acid binding	2.04066338899	0.512120798997	1	1
anno1.g1823.t3	MF	0004519	endonuclease activity	4.57013577379	0.615106757858	1	10
anno1.g1823.t3	BP	0071897	DNA biosynthetic process	3.28766978948	0.567975661006	1	7
anno1.g1823.t3	MF	0004540	RNA nuclease activity	3.19574928202	0.564269085106	6	6
anno1.g1823.t3	MF	0003964	RNA-directed DNA polymerase activity	2.40794347245	0.530014820967	8	4
anno1.g1823.t3	MF	0016788	hydrolase activity, acting on ester bonds	2.12739911709	0.51648300376	11	6
anno1.g1823.t3	BP	0006508	proteolysis	0.405858652316	0.397202617266	12	1
anno1.g1823.t3	MF	0004190	aspartic-type endopeptidase activity	0.673050226881	0.423821554957	18	1
anno1.g1835.t1	BP	0050482	arachidonate secretion	12.0342524162	0.808404898786	1	6
anno1.g1835.t1	MF	0004623	A2-type glycerophospholipase activity	11.0581108224	0.787544273853	1	6
anno1.g1835.t1	MF	0005198	structural molecule activity	3.37657023226	0.571511478894	7	6
anno1.g1835.t1	BP	0006644	phospholipid metabolic process	6.0382638199	0.661498202974	14	6
anno1.g1844.t1	BP	0050482	arachidonate secretion	11.3301879645	0.793448203131	1	32
anno1.g1844.t1	MF	0004623	A2-type glycerophospholipase activity	10.4111555763	0.773207000441	1	32
anno1.g1844.t1	MF	0005198	structural molecule activity	3.37857480519	0.571590666305	7	34
anno1.g1844.t1	BP	0006644	phospholipid metabolic process	5.68499493718	0.650903662113	14	32
anno1.g19700.t1	BP	0050482	arachidonate secretion	11.5769006067	0.798740745856	1	29
anno1.g19700.t1	MF	0004623	A2-type glycerophospholipase activity	10.6378564667	0.778280355803	1	29
anno1.g19700.t1	MF	0005198	structural molecule activity	3.37858084721	0.57159090495	7	30
anno1.g19700.t1	BP	0006644	phospholipid metabolic process	5.80878459768	0.654652622542	14	29
anno1.g19706.t1	MF	0003964	RNA-directed DNA polymerase activity	7.43229334862	0.700547619622	1	7
anno1.g19706.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.10798892714	0.691814989209	1	7
anno1.g19706.t1	CC	0042575	DNA polymerase complex	1.29390715733	0.46986505791	1	1
anno1.g19706.t1	BP	0015074	DNA integration	6.92362275332	0.686761533595	2	7
anno1.g19706.t1	MF	0003676	nucleic acid binding	2.05542960086	0.512869893338	8	7
anno1.g19706.t1	MF	0004519	endonuclease activity	0.829000029833	0.436903785078	10	1
anno1.g19706.t1	BP	0006281	DNA repair	0.755407089229	0.430899357679	13	1
anno1.g19706.t1	MF	0016787	hydrolase activity	0.343249173858	0.389769007649	13	1
anno1.g19739.t1	BP	0050482	arachidonate secretion	11.5606994045	0.798394934117	1	28
anno1.g19739.t1	MF	0004623	A2-type glycerophospholipase activity	10.6229694025	0.777948865642	1	28
anno1.g19739.t1	MF	0005198	structural molecule activity	3.37856387693	0.571590234666	7	29
anno1.g19739.t1	BP	0006644	phospholipid metabolic process	5.80065553992	0.654407667594	14	28
anno1.g19748.t1	BP	0050482	arachidonate secretion	12.0353663135	0.808428209853	1	9
anno1.g19748.t1	MF	0004623	A2-type glycerophospholipase activity	11.0591343675	0.787566619507	1	9
anno1.g19748.t1	MF	0005198	structural molecule activity	3.37688276953	0.57152382672	7	9
anno1.g19748.t1	BP	0006644	phospholipid metabolic process	6.03882272506	0.661514715315	14	9
anno1.g19775.t1	BP	0050482	arachidonate secretion	11.6250979603	0.799768081482	1	32
anno1.g19775.t1	MF	0004623	A2-type glycerophospholipase activity	10.6821443593	0.779265144963	1	32
anno1.g19775.t1	MF	0005198	structural molecule activity	3.37862218266	0.571592537591	7	33
anno1.g19775.t1	BP	0006644	phospholipid metabolic process	5.83296793096	0.655380333362	14	32
anno1.g19836.t1	MF	0046983	protein dimerization activity	6.68911068261	0.680235335336	1	2
anno1.g19917.t1	MF	0046983	protein dimerization activity	6.69531060092	0.680409330749	1	3
anno1.g19917.t1	CC	0005634	nucleus	2.09787570692	0.515008338979	1	2
anno1.g19917.t1	MF	0008270	zinc ion binding	3.0810159333	0.559566989158	3	2
anno1.g19918.t2	CC	0042575	DNA polymerase complex	7.8365924859	0.711171638425	1	34
